2012,1,1,1,7,2012-01-01,"AA",19805,"AA","N325AA","1",12478,1247802,31703,"JFK","New York NY","NY","36","New York",22,12892,1289203,32575,"LAX","Los Angeles, CA","CA","06","California",91,"0900","0855",-5.00,0.00,0.00,-1,"0900-0959",13.00,"0908","1138",4.00,"1225","1142",-43.00,0.00,0.00,-2,"1200-1259",0.00,"",0.00,385.00,347.00,330.00,1.00,2475.00,10,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
2012,1,1,2,1,2012-01-02,"AA",19805,"AA","N319AA","1",12478,1247802,31703,"JFK","New York NY","NY","36","New York",22,12892,1289203,32575,"LAX","Los Angeles, CA","CA","06","California",91,"0900","0921",21.00,21.00,1.00,1,"0900-0959",13.00,"0934","1159",11.00,"1225","1210",-15.00,0.00,0.00,-1,"1200-1259",0.00,"",0.00,385.00,349.00,325.00,1.00,2475.00,10,,,,,,"",,,0,,,,,"",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","","",,,"",,,"","",
